3.138093883835940418e-03,2.891968873339003949e-03,2.584312610217833362e-03,3.414984520644993946e-03,2.430484478657248069e-03,2.830437620714769831e-03,3.291922015396525712e-03,2.492015731281482186e-03,3.107328257523823360e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,3.261156389084408653e-03,3.107328257523823360e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,3.261156389084408653e-03,3.045797004899589242e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.538047025893462181e-03,3.199625136460174536e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,3.691875157454047474e-03,3.445750146957111005e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,2.799671994402652773e-03,3.261156389084408653e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,2.922734499651121007e-03,2.922734499651121007e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.615078236529950421e-03,2.030531336599726306e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.153593841848194541e-03,1.753640699790672561e-03
2.891968873339003949e-03,2.584312610217833362e-03,3.414984520644993946e-03,2.430484478657248069e-03,2.830437620714769831e-03,3.291922015396525712e-03,2.492015731281482186e-03,3.107328257523823360e-03,2.768906368090535714e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,3.261156389084408653e-03,3.107328257523823360e-03,1.969000083975492189e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.830437620714769831e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.538047025893462181e-03,3.199625136460174536e-03,3.999531420575218495e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,3.691875157454047474e-03,3.445750146957111005e-03,3.476515773269228064e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,2.799671994402652773e-03,3.261156389084408653e-03,3.353453268020759829e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,2.922734499651121007e-03,2.922734499651121007e-03,2.522781357593599245e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.615078236529950421e-03,2.030531336599726306e-03,1.753640699790672561e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.153593841848194541e-03,1.753640699790672561e-03,1.938234457663375130e-03
2.584312610217833362e-03,3.414984520644993946e-03,2.430484478657248069e-03,2.830437620714769831e-03,3.291922015396525712e-03,2.492015731281482186e-03,3.107328257523823360e-03,2.768906368090535714e-03,2.184359468160311599e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,3.261156389084408653e-03,3.107328257523823360e-03,1.969000083975492189e-03,2.153593841848194541e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.830437620714769831e-03,2.768906368090535714e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.538047025893462181e-03,3.199625136460174536e-03,3.999531420575218495e-03,3.322687641708642770e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,3.691875157454047474e-03,3.445750146957111005e-03,3.476515773269228064e-03,3.999531420575218495e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,2.799671994402652773e-03,3.261156389084408653e-03,3.353453268020759829e-03,3.230390762772291594e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,2.922734499651121007e-03,2.922734499651121007e-03,2.522781357593599245e-03,2.122828215536077482e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.615078236529950421e-03,2.030531336599726306e-03,1.753640699790672561e-03,1.692109447166438444e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.153593841848194541e-03,1.753640699790672561e-03,1.938234457663375130e-03,1.415218810357384916e-03
1.015265668299863153e-03,1.845937578727023737e-03,2.922734499651121007e-03,3.291922015396525712e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,1.784406326102789620e-03,3.015031378587472184e-03,2.830437620714769831e-03,2.676609489154184538e-03,2.430484478657248069e-03,1.845937578727023737e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.261156389084408653e-03,3.722640783766164533e-03,2.430484478657248069e-03,2.276656347096662775e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.568812652205579240e-03,2.676609489154184538e-03,2.492015731281482186e-03,2.738140741778418655e-03,2.522781357593599245e-03,3.353453268020759829e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,3.138093883835940418e-03,2.584312610217833362e-03,2.676609489154184538e-03,2.307421973408779834e-03,3.168859510148057477e-03,3.999531420575218495e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.953500125963238066e-03,1.476750062981619033e-03,2.092062589223960423e-03,2.645843862842067479e-03,3.291922015396525712e-03,3.538047025893462181e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,2.861203247026886890e-03,1.815171952414906678e-03,2.092062589223960423e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.322687641708642770e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.353453268020759829e-03,3.107328257523823360e-03,2.461250104969365127e-03,2.891968873339003949e-03,3.814937662702515709e-03,3.230390762772291594e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.107328257523823360e-03,2.368953226033013951e-03,2.707375115466301597e-03,3.230390762772291594e-03,2.984265752275355125e-03,2.707375115466301597e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03
1.845937578727023737e-03,2.922734499651121007e-03,3.291922015396525712e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.015031378587472184e-03,2.830437620714769831e-03,2.676609489154184538e-03,2.430484478657248069e-03,1.845937578727023737e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.722640783766164533e-03,2.430484478657248069e-03,2.276656347096662775e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.676609489154184538e-03,2.492015731281482186e-03,2.738140741778418655e-03,2.522781357593599245e-03,3.353453268020759829e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.584312610217833362e-03,2.676609489154184538e-03,2.307421973408779834e-03,3.168859510148057477e-03,3.999531420575218495e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,1.476750062981619033e-03,2.092062589223960423e-03,2.645843862842067479e-03,3.291922015396525712e-03,3.538047025893462181e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,1.815171952414906678e-03,2.092062589223960423e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.322687641708642770e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,3.107328257523823360e-03,2.461250104969365127e-03,2.891968873339003949e-03,3.814937662702515709e-03,3.230390762772291594e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,2.368953226033013951e-03,2.707375115466301597e-03,3.230390762772291594e-03,2.984265752275355125e-03,2.707375115466301597e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03
2.922734499651121007e-03,3.291922015396525712e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.830437620714769831e-03,2.676609489154184538e-03,2.430484478657248069e-03,1.845937578727023737e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,2.430484478657248069e-03,2.276656347096662775e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,2.492015731281482186e-03,2.738140741778418655e-03,2.522781357593599245e-03,3.353453268020759829e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,2.676609489154184538e-03,2.307421973408779834e-03,3.168859510148057477e-03,3.999531420575218495e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.092062589223960423e-03,2.645843862842067479e-03,3.291922015396525712e-03,3.538047025893462181e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,2.092062589223960423e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.322687641708642770e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.461250104969365127e-03,2.891968873339003949e-03,3.814937662702515709e-03,3.230390762772291594e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,2.707375115466301597e-03,3.230390762772291594e-03,2.984265752275355125e-03,2.707375115466301597e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03
3.291922015396525712e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,2.676609489154184538e-03,2.430484478657248069e-03,1.845937578727023737e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,2.276656347096662775e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,2.738140741778418655e-03,2.522781357593599245e-03,3.353453268020759829e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,2.307421973408779834e-03,3.168859510148057477e-03,3.999531420575218495e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.645843862842067479e-03,3.291922015396525712e-03,3.538047025893462181e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.322687641708642770e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.891968873339003949e-03,3.814937662702515709e-03,3.230390762772291594e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.230390762772291594e-03,2.984265752275355125e-03,2.707375115466301597e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03
2.615078236529950421e-03,2.368953226033013951e-03,2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,2.430484478657248069e-03,1.845937578727023737e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.615078236529950421e-03,2.368953226033013951e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.522781357593599245e-03,3.353453268020759829e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.168859510148057477e-03,3.999531420575218495e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,3.291922015396525712e-03,3.538047025893462181e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,3.568812652205579240e-03,3.322687641708642770e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,3.814937662702515709e-03,3.230390762772291594e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.984265752275355125e-03,2.707375115466301597e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.661109531141930416e-03
2.368953226033013951e-03,2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,1.845937578727023737e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.368953226033013951e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,3.353453268020759829e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.999531420575218495e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.538047025893462181e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,3.322687641708642770e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,3.230390762772291594e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.707375115466301597e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.661109531141930416e-03,2.891968873339003949e-03
2.522781357593599245e-03,2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,2.522781357593599245e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,2.430484478657248069e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.814937662702515709e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,4.214890804760037905e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,3.168859510148057477e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,3.384218894332876888e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.492015731281482186e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.584312610217833362e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.661109531141930416e-03,2.891968873339003949e-03,2.522781357593599245e-03
2.461250104969365127e-03,2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,3.261156389084408653e-03,1.969000083975492189e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,3.261156389084408653e-03,2.615078236529950421e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.538047025893462181e-03,3.753406410078281592e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,3.691875157454047474e-03,3.814937662702515709e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,2.799671994402652773e-03,3.168859510148057477e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,2.922734499651121007e-03,2.430484478657248069e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.615078236529950421e-03,2.584312610217833362e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.153593841848194541e-03,2.953500125963238066e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.661109531141930416e-03,2.891968873339003949e-03,2.522781357593599245e-03,2.245890720784545717e-03
2.122828215536077482e-03,2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,3.261156389084408653e-03,3.107328257523823360e-03,2.184359468160311599e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,3.261156389084408653e-03,3.045797004899589242e-03,3.538047025893462181e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.538047025893462181e-03,3.199625136460174536e-03,2.430484478657248069e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,3.691875157454047474e-03,3.445750146957111005e-03,2.153593841848194541e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,2.799671994402652773e-03,3.261156389084408653e-03,2.738140741778418655e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,2.922734499651121007e-03,2.922734499651121007e-03,2.984265752275355125e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.615078236529950421e-03,2.030531336599726306e-03,3.384218894332876888e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.153593841848194541e-03,1.753640699790672561e-03,2.799671994402652773e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.661109531141930416e-03,2.891968873339003949e-03,2.522781357593599245e-03,2.245890720784545717e-03,1.845937578727023737e-03
2.492015731281482186e-03,3.168859510148057477e-03,2.891968873339003949e-03,3.230390762772291594e-03,3.353453268020759829e-03,3.230390762772291594e-03,3.261156389084408653e-03,3.107328257523823360e-03,1.969000083975492189e-03,3.199625136460174536e-03,3.291922015396525712e-03,3.045797004899589242e-03,3.076562631211706301e-03,2.953500125963238066e-03,2.984265752275355125e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.830437620714769831e-03,3.414984520644993946e-03,2.953500125963238066e-03,3.261156389084408653e-03,3.045797004899589242e-03,2.861203247026886890e-03,2.984265752275355125e-03,3.538047025893462181e-03,3.199625136460174536e-03,3.999531420575218495e-03,2.030531336599726306e-03,2.768906368090535714e-03,3.015031378587472184e-03,3.107328257523823360e-03,3.291922015396525712e-03,3.476515773269228064e-03,3.691875157454047474e-03,3.445750146957111005e-03,3.476515773269228064e-03,2.338187599720896893e-03,2.430484478657248069e-03,2.861203247026886890e-03,2.430484478657248069e-03,2.584312610217833362e-03,3.507281399581345122e-03,2.799671994402652773e-03,3.261156389084408653e-03,3.353453268020759829e-03,3.138093883835940418e-03,2.184359468160311599e-03,1.845937578727023737e-03,2.738140741778418655e-03,2.861203247026886890e-03,2.707375115466301597e-03,2.922734499651121007e-03,2.922734499651121007e-03,2.522781357593599245e-03,3.076562631211706301e-03,2.338187599720896893e-03,2.922734499651121007e-03,2.645843862842067479e-03,2.645843862842067479e-03,2.584312610217833362e-03,2.615078236529950421e-03,2.030531336599726306e-03,1.753640699790672561e-03,3.414984520644993946e-03,3.753406410078281592e-03,4.214890804760037905e-03,3.076562631211706301e-03,2.676609489154184538e-03,2.522781357593599245e-03,2.153593841848194541e-03,1.753640699790672561e-03,1.938234457663375130e-03,2.891968873339003949e-03,3.138093883835940418e-03,3.568812652205579240e-03,3.661109531141930416e-03,2.891968873339003949e-03,2.522781357593599245e-03,2.245890720784545717e-03,1.845937578727023737e-03,1.938234457663375130e-03
